ID,projects,UTC of create,UTC of last modify,UTC of buggy commit,UTC of fix commit,defect file hash,fix file hash
638,JodaOrg/joda-time,2011-05-16T16:49:57Z,2023-06-12T02:59:57Z,2016-08-18T23:14:55Z,2016-11-03T12:56:05Z,c8041865659abccc73ca2928fcbe5cda1ca46f971b890c79ceae3592b6065996,07e41bff389f220ab5ff27c9439f87b5e5b0cdecde2e1a6c0bdae7f0d92f4d2b
639,JodaOrg/joda-time,2011-05-16T16:49:57Z,2023-06-12T02:59:57Z,2011-05-16T17:02:03Z,2011-07-15T04:12:10Z,938799fc9ff2ef5a48195866d5f74f53fc4d6632c024908ac1612c596ce51128,8d5c99d6249eb4c1595193c6185cc9bed3401fa7d2d210c4b65ff6c1a2982226
640,jplag/JPlag,2015-03-21T20:06:19Z,2023-06-22T10:59:25Z,2015-03-21T20:41:20Z,2015-03-27T18:59:49Z,060a05809c8c2d9f77cc20bc54816cf2a62edbd70364244abee8c9bb8b05c265,133ab11b258ca6a8d9a0d9100843d89b4b3e4752587fdaa187587d7f0d83a014
641,julian-klode/dns66,2016-10-15T15:27:17Z,2022-11-10T20:09:41Z,2016-10-22T19:20:18Z,2016-10-22T19:21:56Z,94eb6a48ec7b087419c0c2cb531e352ade2ed1a06ba50c4c95f95751193c134b,3c3cdfe9c8e1523958ee44cabc9f2f873350f4ec4d2bace8edac29ce0e98c6ce
642,junit-team/junit4,2009-01-13T03:41:26Z,2023-05-01T14:25:25Z,2016-03-21T19:50:07Z,2018-10-03T07:59:16Z,fbfde1a10eadf42d40aea6f12697908cb36fd019a66caad71f3264e09e34cd8d,a2d043bf15ed5236ac66e771823308bd07f5fb6e794dee4dd731e945739c8627
643,keycloak/keycloak,2013-07-02T13:38:51Z,2023-06-21T07:39:28Z,2021-01-12T19:52:34Z,2021-01-28T07:38:34Z,4c3d600de2d3bc13ac544e64801262647cf8b6a79355bf0892ce1106a5488e21,01ae8e19360e1b2803b99179fd045bb6383162fc09f6a7376475cbc63d35e6c1
644,keycloak/keycloak,2013-07-02T13:38:51Z,2023-06-21T07:39:28Z,2019-11-13T08:35:49Z,2020-09-21T11:05:03Z,ff3f40feb68e68764bba129640892f0cff79cbecd4bb1b9ca59f5ea273ece4f0,39d0e57f4c99b26c20582550b3429b1d8f019fd1cf4d36a31c5d640524db50f2
645,keycloak/keycloak,2013-07-02T13:38:51Z,2023-06-21T07:39:28Z,2023-04-12T09:21:14Z,2023-04-17T07:58:54Z,53b52ced2def5c67262b0aa905f6d55becd2482fb2d74dce8c21915972f4630f,1662422d9c2c2f279834f1e135eaa5ea94172bb79c849f7cc72c4897093cb9ac
646,keycloak/keycloak,2013-07-02T13:38:51Z,2023-06-21T07:39:28Z,2021-12-01T17:18:56Z,2022-02-16T18:35:38Z,80efaa52d422bc24ced2aa1c101ff95aec875525ddc4913952386e75d5332d61,6b8db0ee983c2aceb916999929410ff2053f68351dec8ecfbf284412011c1c3f
647,killme2008/xmemcached,2011-01-26T05:33:49Z,2021-09-28T03:18:39Z,2010-10-17T04:07:33Z,2010-12-26T08:22:01Z,7920d9e69989149da0f9ce3b1ba4444adf4c434168d48dbc4f2e688fbbde4984,117e7a2da31a114599fe41f4009dd7b642451d8bb97de88df775c47e3b274194
648,klausw/hackerskeyboard,2016-01-22T21:40:54Z,2023-06-23T11:14:52Z,2016-01-22T21:40:54Z,2010-03-31T21:01:59Z,69c1cee16afa2c780e6a769cbda2e039fc9e081f70a8f5b652658919bd6ec7c0,f5e1dc41a367b20b26d283b0adb6bcf60413fa35c25580b7506a8a757358c290
649,Konloch/bytecode-viewer,2014-10-14T10:26:46Z,2023-04-27T03:29:49Z,2021-04-12T22:52:13Z,2021-07-25T16:54:08Z,ed8803445b39d5754536d8dc01b7e920e1aba69e5e93a396a52001f86d13ebea,9f5af87b83d210b469438165fe0c2488c6528a3bc652b8f9aeb1d9b3df29d0cd
650,Konloch/bytecode-viewer,2014-10-14T10:26:46Z,2023-04-27T03:29:49Z,2015-12-24T22:30:11Z,2016-06-02T11:24:00Z,492380254ac98e020cb397de1f500600cf5bf4d9c10f041fa50b73eef09bed50,6a845d0dddd27b64c50eeaf9ea461e667748320a7f133bcaf932f38903722427
651,kontalk/androidclient,2014-02-24T10:40:31Z,2023-04-04T16:27:39Z,2018-08-31T10:44:40Z,2018-09-14T09:45:05Z,2999762597c90b6bd9088f266a6ac10c1320d3fa37cf9c63d1bc46d3743369be,9de100af25bce750aca344457f868f3c42af43155314752d1f5b76464d9a6a70
652,LawnchairLauncher/lawnchair,2017-03-03T13:12:58Z,2023-06-20T02:04:41Z,2017-04-18T22:20:19Z,2017-04-19T20:26:10Z,377420e89209e757fb7a6c4bb96fd50775ae874b9ada88d6d2e396001c048b2d,cba5bfa4c8d85decdec78621eace461b3b44852b6705660b90ca0287f0ee5b14
653,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2015-02-18T21:18:10Z,2015-03-26T20:16:22Z,b5584c12465ceb17c1be4cd170051771c3527a7e3d12911fd9b6b637fc852ec8,c00a423c404049d05a34a595fa5e61bfd832ab44fc893be71e2a73c941f16497
654,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2014-11-14T00:09:19Z,2015-03-26T20:16:22Z,fb58d8cdd4b3acc1c3fbf0c2865aa1a472d45d82fc3188fc5a506aa61117c0ab,4a5417ef694aaeadfd5b7027d40ec04cfd0585965378b4b2d81da703419484c3
655,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2015-02-27T20:46:51Z,2015-03-26T20:04:26Z,039fb4fe736f9e7689a4c7f56275386b6f8477a380f4929cdce8e09ca7b93455,b65595f43eae8b76f0d7642d3967c12fb1642698e7bd23d6a391833334b4ce83
656,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2015-02-27T20:46:51Z,2015-03-26T20:04:26Z,42ea30a173ece11db856c0b37e4aaca79f8852b3f736bb6ef5957f8320672c61,e010910b5764844a3fd5ba105aa99f2cd2580f877a0ac11bfea111d4afc422a7
657,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2015-01-15T23:37:33Z,2015-03-26T20:04:26Z,16472888d1e68a7128dd564019d799f5cda31b24580358d656a3569eaed7217a,85f62826105f3529503309ea43301aa8c1e6c0efd39a3ba54536522812427405
658,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2013-01-10T21:54:24Z,2013-04-15T21:28:50Z,edeff4fbede4442d60bdefa1dd32b69b260f65018bda175702caa035e9afcffc,f14a83d926b0d722ddefbe8cb70dfbb29e1b6854552599be220c9cd0c414ffa2
659,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2013-01-10T21:54:24Z,2013-04-15T21:28:50Z,d9e15b157a7bc303018fa4ee28ff91848bb6e3f550e87248e4b9341b744a9738,1c718b4056c979fd6424e9b7d6769dd7d48674e3a56e24372b1065a9779e9105
660,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2013-09-19T16:19:33Z,2012-08-16T20:37:04Z,8beecefe60c2d77467cddbab9dd63741c5e3b49249b74e78ef03b7fb90ccbb82,a000fc95e62ab52835f738934d4a8e67ac06a302cf343ebb327bd2959295cbc6
661,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2014-11-14T00:09:19Z,2015-03-26T20:19:58Z,883af75220455e30e3d54c1d1d5be0d78a3f456322076fafa63740f12d8b3f0c,6f5dfc72b3d59bc7675bc4765713889b5142ad8af41d71d1f16916908a7b65c2
662,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2014-11-14T00:09:19Z,2015-03-26T20:19:58Z,984fbbde9681b0c97500c5af9b6049d3a2ab8370bc42b707b32b1bcd111a96f8,eb9fafd607a954963f63c931a3bc2962c813c19fd702c0d37d671fd5eec25b3b
663,lenskit/lenskit,2013-09-19T16:19:33Z,2021-08-23T16:27:33Z,2014-11-14T00:09:19Z,2015-03-26T20:19:58Z,59622ac8d0f8545086f5054870d5e7f270d24f15b9714b820b48f95714a29e30,79aadbbc42324a3d03a19a4e98e147de66e7bafd2ffc4ae3f95c1f6f8ed65aa6
664,lessthanoptimal/BoofCV,2011-04-19T14:51:10Z,2023-06-20T22:05:05Z,2017-08-31T20:05:05Z,2018-10-21T23:56:58Z,87bcf8f8567e8328832a390940a2f3b6ed7df0a0a867e419bbc54a0e04715a13,316f6e42e47f02803b08ba36dc718d2a0db9cc7242f950fcca0997fcf8e4f890
665,lettuce-io/lettuce-core,2014-05-10T13:08:46Z,2023-05-13T14:32:52Z,2019-03-14T11:50:53Z,2019-10-16T19:00:28Z,5b7a2c243c7fae66ff4ac28255d2ab9137a3b0b6a927d088b38ee2d7fe2f35d5,95a8871cb3aa434b6bf3eaba8f9acd92022a3e94507304b4aa858b811e8a4fe1
666,lettuce-io/lettuce-core,2014-05-10T13:08:46Z,2023-05-13T14:32:52Z,2017-04-19T18:32:08Z,2017-04-20T13:15:23Z,3772d78bcf89e194a3782e6caeb33a8deb65147ef0a9c698c746289a99388cb2,b1a0efd9fbaf40b60255f36688615a825e6bea759c3c5e401157f9591d37dcde
667,libgdx/libgdx,2012-08-10T19:34:38Z,2023-06-18T20:27:45Z,2015-03-15T12:40:43Z,2020-02-13T17:53:47Z,87de673f68c7515afbb9ac63550fbfdb2dcf7a1dbdacd6a3e64ab457192ef548,4adc805a5d98948fc5a490bb4c598eac3edb2919cfc2b471e85d9a52a7ef64de
668,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2007-06-01T00:58:17Z,2007-06-02T05:06:13Z,77a55919fe1fe7ef11a3371b0397fc8b0a755c1187259e855a4b83615b1decae,ffc2e0650a856ed6663b6d2efd7efe9a6d62d3082be70df4ab6793dc46e1bc34
669,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2021-10-21T09:26:16Z,2021-10-21T09:26:17Z,7ef9e762f7d1bdee9de2ec244ece564509294c9925b31088862088ca4e0c3b29,ef765479d24c18591d510372de79835a98d213d48f7536aee173714eee2509a3
670,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2020-08-26T19:19:09Z,2020-08-26T19:19:10Z,0a804280d6454c76633d133c6116f481b10ae30f0cb675c3f1b4200bb60475b4,46bdc2f2ecf7a3d8de67f68658a4cd1b47c623c8e7f934921e7eb8bfeb2d8d12
671,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2018-07-14T22:44:12Z,2018-07-14T22:44:12Z,38e24d76ef97105b3bab8d0038089daaadbfa8f5e1699f3e6ba16dfd831ab633,7fa13f78f443f0a6fd5fd8b6c974cfbb05560f359c664dbe463138dddd34de85
672,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2018-03-07T23:30:28Z,2018-03-09T05:23:47Z,244f6a07243e30b0bac12f5b0c3c37f0bc9f94e70130122e107a7a5b860fcca4,568a80a3e8aaadaf4636bc43d0190cf496f23b1dafc8aab3939773fa355a0eaf
673,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2017-10-10T17:04:04Z,2017-10-10T17:04:05Z,f0be13dd3edcf9c19a6ca5c1b577df7ac785d9cb3a215c88d2740b840015d22c,49d9f48d87c9eb89b0f4f389c6a45b09bdd5e3b326b60501284f81c9714f0f4e
674,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2017-10-10T17:04:04Z,2017-10-10T17:04:05Z,1dab39a4c9cdaddb6f786a3559ee1d574b3a1875ab0e1d2657f476a634c53abe,8b3e167a787b8159258f0bf490ddf0d7145fb0ae5380873f4d41304522225c12
675,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2017-10-10T17:04:04Z,2017-10-10T17:04:05Z,7d484ec4c7f74f6e0e71689267933466fd5aac330cb1c1f6c5ab3277f3996a8c,5bced3776756cbc447717b120029ae4d0dbbaafd200f8aeeea9b48ad68d37458
676,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2017-10-10T17:04:04Z,2017-10-10T17:04:05Z,981a3c0584f56cee73db7e0eb6ae4c113ebedfe7253cf5e5291cf04c698003d9,817396e256da70258d5db6e32bba57363433ebe1ba631446a11982173bb0ebd2
677,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2017-10-10T17:04:04Z,2017-10-10T17:04:05Z,51252ca04adeb99ce61bf5e7f9873c78a53eac7ca4a0808c5ab3cbb178eee93a,ebd3b0cd731b1b27e470e84cf941e00a1d117d3afa69ad63eb284a401a87a94f
678,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2017-10-10T17:04:04Z,2017-10-10T17:04:05Z,d73c4e4573008615006eb5b7114e377d1ebdfde561047e60c2f4f339a5856137,eaa4f251d9201ccccc312c004e48aafee2270efb3ed7645aed51bfa145b15eac
679,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2017-10-10T17:04:04Z,2017-10-10T17:04:05Z,67642fb32dbe57c8b30e955c5e06f40ac566e7e3553bbfb0e1cdaf6d896db4d5,9d801c3e30a2412a0cc96427d82724ecbfb2ca8d79fe41784899b411334f7672
680,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2014-10-14T01:55:32Z,2017-05-23T20:22:26Z,47a153209ee976cda54013afe9ff291c4f1f60fd15c67ef6040ec3464d405a06,3825f48669d9e5cab5c99d052619a3ed8584115f76ca5feb3c3893c88252a3d0
681,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2015-12-16T18:52:37Z,2015-12-16T18:52:38Z,9364e725a5f4328fd4db8e4c40f5d9a65c83b27404bdf26b6eaf35779d809d5c,5ae2f6b2fb17b8d4afda197e8e451efa85c03e96861bf45cd8bffc2ed6ea74e3
682,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2015-11-13T04:52:06Z,2015-11-13T04:52:07Z,28e5bc3e0eb2bc260006b7db7a23eed9f334b5b621ae2b776c6e7114d47cc89c,4d1b6d35a53f9347789985fea2ad72519ba9f0a58a34c073ef375f28fc7fa012
683,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2012-06-25T21:19:49Z,2012-07-24T04:20:11Z,9229dd8c5b1c89cb0f39b964a4237870909462dde140180294b69357889354dc,538dbae912dfafc4ad2571fd9ff5a7fa31f439753e79eceec7fd67727b2725b3
684,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2016-09-13T18:22:46Z,2016-09-20T16:31:05Z,a4eeff86eef05d08a5b357577486c1125db186a242a7ddca8aa14f0b3b0a9df7,9293866803553f425be2f1f57afbd8d3724bb71afa67b141af63698e4994388e
685,liferay/liferay-portal,2009-09-25T22:55:58Z,2023-06-23T05:23:42Z,2009-07-15T17:59:06Z,2009-07-16T17:47:49Z,f25f7fbe8c79dbbd80ca6f85402b9abc7170f48edc1456d92d5efce15dae6d2c,4ec6a337229087e873926fcd70e1e2089b70b9572b16be52fa5b039c64a5b42d
686,LINBIT/linstor-server,2018-01-12T14:34:27Z,2023-05-23T10:46:57Z,2017-09-13T11:33:19Z,2017-09-27T09:30:13Z,b25eecbb2508934a1b5ddd5601b8d0de8da09f09793a8d0e61533c661c5f65d0,1be2f155f8754636c4ebb2c3de0c648b22489708a964b1f0cfc5c29e481269b4
687,LINBIT/linstor-server,2018-01-12T14:34:27Z,2023-05-23T10:46:57Z,2017-09-28T08:27:16Z,2017-09-28T08:55:52Z,0ffd04ca851c16ca7c824ce22227fceebd40d4770e3e483c022eedb3fc50bf0f,8e4a233b6849e0279690ace39fc811d9d4106bb053e9e0a41e698dadc92d2d82
688,line/armeria,2015-11-16T04:04:01Z,2023-06-21T15:00:23Z,2021-08-03T12:50:19Z,2021-08-03T23:19:36Z,9b2eb95875c95712aede1f4292c7f4e43d7fc9b5f7d851cec22203594c074331,9bcaba31650386d9e9fd6e834b3dd260598508185ee4cfc4c0f8b1f1ec405b3b
689,line/armeria,2015-11-16T04:04:01Z,2023-06-21T15:00:23Z,2017-05-11T09:19:25Z,2017-05-12T08:57:58Z,e6b568a8590f2ed498e7ea04051e3f16cce1e864c0ceeeda8857c93e74d474a1,28dc04e3f54bfa8f11b9dbce0d62c16b3f0515ec4cb50c41cf70f0735ddc6f8a
690,line/armeria,2015-11-16T04:04:01Z,2023-06-21T15:00:23Z,2020-12-28T07:30:59Z,2021-07-31T08:24:18Z,d5b9c7392c182a658ede3f7bf9f3608b79ae51e3002f96feb203fec7914fcd5c,bc064cbba79f75abddf148c05fc0d208e0586ad2e27c42d53c7e6ae2a192181d
691,line/centraldogma,2017-08-29T07:23:31Z,2023-06-23T12:36:55Z,2018-04-10T09:50:59Z,2018-04-25T07:41:15Z,d8816dc23c8d911cc19ebf5b6f1d1ecb5c1ae00fa62d9654d6b39975a2d14d20,b3b4d74310cf0c0be3891b1f2dab38166f1b580933f1e94160cabeb025520d9f
692,liquibase/liquibase,2011-07-08T20:08:20Z,2023-06-21T21:49:50Z,2015-11-16T22:34:05Z,2016-05-12T21:58:17Z,64a6ea088d36bbdabb3c0366a7389661490dcac7d21f6dd172fc64cd5e3f83e5,45131027720e05201f9a4e8207ed05337f4e49f7f2786daafda211db48d9db0e
693,liquibase/liquibase,2011-07-08T20:08:20Z,2023-06-21T21:49:50Z,2015-11-19T19:39:39Z,2016-05-12T20:05:25Z,e0e7a271da63c90daf0e79c1a29bd0499987b76a7fc5d74a3ce471fcd0f0fd70,bf6d02a8c2f2dac856b89cb9629a4ccba16f123eeb476b8f3c92e206a4fd59c0
694,liquibase/liquibase,2011-07-08T20:08:20Z,2023-06-21T21:49:50Z,2007-09-10T15:30:14Z,2007-09-13T18:21:20Z,5e46d211e3850c1d7b2cee752f2c5f2c26933f2b320f8f0a129c1fb67858ab32,28683539c376e28454a993505f7a513c28f3b578e14ae0d8c5dd98c13335d537
695,liquibase/liquibase,2011-07-08T20:08:20Z,2023-06-21T21:49:50Z,2007-09-10T15:30:14Z,2007-09-13T18:21:20Z,5836aab90ee15e2781ab0482f737d10a8978eaa93fe255c1ebc5c2eada615a93,cffd9f324fc756f0c702bdbdd5e2395914dd752c7e78849d0f5f8d444ac7883e
696,liquibase/liquibase,2011-07-08T20:08:20Z,2023-06-21T21:49:50Z,2007-09-10T15:30:14Z,2007-09-13T18:21:20Z,3f141640e9373aded5e4a8c3780906272b407658af4b8e3d27bf6480af538250,db18ea1a1cdd04f930c8992728c0071dff8101fbc3f18af12e744dd284ca9bac
697,liquibase/liquibase,2011-07-08T20:08:20Z,2023-06-21T21:49:50Z,2007-09-10T15:30:14Z,2007-09-13T18:21:20Z,076cd5d04d84a267047029ba519a5919abe159ad05897a58664e3603fd6c7202,ae93a4301368415d06f82fcf7aea53ce764b4c100ace2be31c5fcb2740653ec4
698,liquibase/liquibase,2011-07-08T20:08:20Z,2023-06-21T21:49:50Z,2022-06-30T20:56:15Z,2022-07-20T14:44:08Z,d339f38b707d23e6c862164703be4375c118611e1c6f7d08aa0e18284c2fcd88,cf611c1d42f1f6066949b8c204c77acef22ae353a24263702fa51e41154b9fbc
699,loklak/loklak_server,2015-03-23T18:32:59Z,2022-10-03T21:25:38Z,2017-09-16T08:59:10Z,2017-09-29T10:09:49Z,4ba3a029d0510dcbde99280ea4292567820bae45b09549adcb214b9c9eb4e44e,e1d293bb4a641f735bfef9c8e2aa2dec2f9500bcdf21ada8ec5ca33890d5bcaa
700,M66B/XPrivacy,2013-05-26T14:08:37Z,2019-09-05T19:16:53Z,2013-07-13T09:51:48Z,2013-07-13T11:03:56Z,1440dc3afca5d7785c615adc13102f24588b4e074e13332dad9e80d9efdd402a,efb819ec25fe78ae6f526abbc84fe161a531fd02b7b32bd90338df07ec9d4fc6
701,MachinePublishers/jBrowserDriver,2015-01-15T21:12:32Z,2021-03-31T20:54:35Z,2015-01-23T08:53:06Z,2015-01-23T09:22:54Z,3318728c870cd6e2bde080fa351f1a93796ac013422011d75de1ba4b8286a7c0,20310f6876459a6af1e26a57844f3d133947557e460bd0afcc372d0109d765d5
702,marytts/marytts,2011-12-20T16:44:48Z,2023-04-14T15:17:31Z,2009-03-10T21:57:27Z,2009-03-10T22:11:54Z,b1ccd0dd70d160be92790f3c751fbfcce833957561d204166b7cce293548e2a2,a037ae1e92b7ccabb66edd660b97c27df50c7255868946100659298be36cd3d3
703,mcMMO-Dev/mcMMO,2012-01-05T18:54:08Z,2023-06-21T21:44:00Z,2013-03-06T21:20:11Z,2013-06-07T19:46:52Z,bd950a3b0cb6e729de158e90f60edda8eb1cb34d3481c7c188d2f1ca87aa5d85,3320624953816affe77d3782c0833b5358193432c70f5f13d71dc144087e724f
704,mcMMO-Dev/mcMMO,2012-01-05T18:54:08Z,2023-06-21T21:44:00Z,2012-06-30T00:38:22Z,2012-07-03T19:10:35Z,d90754525923c8ad1238977f34978241d7553291715c7e39f4f7e5455fe4df15,8064d031bf460241b11fde775bbc8754fc45f1210de6299d78a1e3b92d398585
705,mediathekview/MediathekView,2014-08-16T13:55:41Z,2023-06-21T22:09:41Z,2014-10-01T13:34:28Z,2014-12-28T15:42:21Z,d878bb54242152fe59d3e17669710c086eb86a91d7bd3a30458714c959fcdef2,0f7b70d9e25928b5076169a0df1ba14491acd82564611277d556153f26286c7e
706,mekanism/Mekanism,2012-08-15T20:41:13Z,2023-06-22T19:58:24Z,2016-02-27T18:32:48Z,2017-08-06T11:38:32Z,304237ec6c4046f008e5398527a306db8655ac88511fa8d8b60d771b26930a1a,07595da196b535f141250fb2da994c4dca131481bee0a78d6c2d96c2d941ce8d
707,micronaut-projects/micronaut-core,2018-03-07T12:05:08Z,2023-06-21T20:33:44Z,2019-08-02T10:36:38Z,2019-09-02T13:11:30Z,2f25e5da14709653ce53fc01e9c77a3e3a4ec25c7ae6e713c69ecd10d3306f17,f0010996a41601510bfd1037401ee4309d46d189ca19a889c45d08e27e8f4356
708,microsoft/gctoolkit,2021-07-20T22:44:17Z,2023-06-15T17:24:18Z,2023-02-22T22:12:57Z,2023-03-02T21:05:34Z,fbc3b86011c2b2d96c082b4e3626d17c58eaf13f3dde759d496fb23577f96135,18b3e02c8df64c62821d9b64045e734a8492e3335550f38b3548aa81baf6e8df
709,microsoft/mssql-jdbc,2016-08-22T21:58:47Z,2023-06-23T01:46:33Z,2020-03-27T23:38:39Z,2020-04-24T18:45:36Z,f442960eae9e1bd2ca43cdc21683b2503d4f5ca20f832a38b605e055258a1db7,57060a33ab2352b937bf6e359d100d1264e0ddd9ab98aac6e7464b86ab79dac0
710,microsoft/mssql-jdbc,2016-08-22T21:58:47Z,2023-06-23T01:46:33Z,2020-01-09T18:25:32Z,2020-01-23T19:20:10Z,15f2784cf72c10b36aae9801f479688f0482393d0665e50ecac9b45ace0e83dd,a8c01894130c912f39a902754948ec648f2bbe8570f1db62a76e4a46912b80f1
711,microsoft/mssql-jdbc,2016-08-22T21:58:47Z,2023-06-23T01:46:33Z,2020-01-09T18:25:32Z,2020-01-23T19:20:10Z,288c97f0578f80c2a8d8c73a668be087e5bd215e775fbfc3dbdf6ceb62a620a1,ffe8fa11e26bf6711edcd36acdd3e290c3b3f92e610490afa6b042a94d2b0a8b
712,microsoft/mssql-jdbc,2016-08-22T21:58:47Z,2023-06-23T01:46:33Z,2019-01-16T17:36:08Z,2019-03-11T20:57:52Z,3215e70ede3eec686efdb3e02bf345ea0cfb7baa84a418b47b1dd3c5bf4dd26b,715402f652341b5774f72f1e04462659ea689138bc6f0c733b9e437b1990e439
713,microsoft/mssql-jdbc,2016-08-22T21:58:47Z,2023-06-23T01:46:33Z,2017-07-31T14:40:57Z,2017-08-18T20:14:41Z,f68f22f1a6a62b3442c2acb2b35756609ab4b6d0abdb4bbde26c8d28c9d8250d,ff8a41d5c4cac046c3ce88518654396ee3867bffd33fabc63a8f687b84a685f6
714,microsoft/mssql-jdbc,2016-08-22T21:58:47Z,2023-06-23T01:46:33Z,2019-11-13T22:26:08Z,2020-01-23T19:20:10Z,7f65e39cbff285c07fef56779700ffeceb210a0a3753c64e13aa265cfe4abce7,f8564ab22ae9a6f766b16855774ba3eb35412c4d98630995bf9d52713e42311c
715,mik3y/usb-serial-for-android,2013-06-30T23:17:45Z,2023-03-15T06:50:40Z,2019-11-09T19:26:50Z,2019-11-09T21:48:00Z,5b4f3adc739a64c324331817ee3311a5ac00ec9b12f43f745db6c80a178d3008,dd1ee125f08a084bf761608c9b35e8c1ecf982197a8ccdd75ae4f87932fb66df
716,mollyim/mollyim-android,2019-12-28T12:50:31Z,2023-06-23T01:41:24Z,2021-11-15T17:48:19Z,2021-11-16T22:27:47Z,de822e5303840c9cd8836952686736632071b9afb1d991267bbb28458e3fc92f,e257505469d03d2da6a8f27402111bd375e9d4af8b857b81b6658ef4de34bfba
717,mollyim/mollyim-android,2019-12-28T12:50:31Z,2023-06-23T01:41:24Z,2015-01-14T01:16:30Z,2015-04-23T21:28:39Z,cb737b518c9d30b8fef65d132208deb23516cd8c657c5d32366f78c8fcabf4d2,1e07c78a5a4b965cf2125def13598b0bdddd97db901f3104d8bdab661d331dd8
718,mozilla/MozStumbler,2013-07-04T01:22:30Z,2021-02-09T18:08:21Z,2014-01-13T06:58:41Z,2014-01-13T06:59:51Z,75b957082221c294d7ef2894241c7fbe8535886e97d1e13d1e1397295f39b976,1adde6086030dd79436a125b9790df9b646878951a1a62c38fd29436ab67f69b
719,msgpack/msgpack-java,2011-06-29T08:45:39Z,2023-06-16T17:25:35Z,2011-06-29T08:45:39Z,2014-10-01T14:30:03Z,318014891b1b37509e6af72939aec6902fe8f8761471c014ae7249f9ca1c507a,08edfe7966d121a386fe9e884f88e1966656b34955eca7bbefb969bb8aaf4830
720,mucommander/mucommander,2014-02-02T20:07:35Z,2023-06-23T01:09:15Z,2009-11-17T16:51:40Z,2010-02-03T02:18:49Z,14f36446714645a9c26e2f754366b115504dc7b4ba795540bc4e4f640e273796,7a199c384899a9c44065dca4553f7d48c3061e20016ef26e0c80ae326a2c0f07
721,mucommander/mucommander,2014-02-02T20:07:35Z,2023-06-23T01:09:15Z,2009-07-24T09:23:45Z,2009-08-04T12:49:32Z,f6ffe4ff97b21d6c3b90ab46aa622aee20107b5d2060fa8c89cf3b7ce4832f3c,f100e623fbbf0689ff4819e3ddd48fdcf02ac8602a2d1a7463dcdc975da1cd62
722,mucommander/mucommander,2014-02-02T20:07:35Z,2023-06-23T01:09:15Z,2007-06-30T00:19:54Z,2007-12-31T17:27:49Z,a7d6ac9a2d78c1b8acbf63fe79d6da116c26c94db58ba2b5aecfc272334ee9d9,f255d23cbb3d660b7c39d85f5ff8b8e533123b206ae65b6adcf67ba648cfb468
723,mybatis/mybatis-3,2013-02-14T19:03:32Z,2023-06-19T02:53:08Z,2017-06-24T12:28:40Z,2018-05-03T15:03:17Z,6a4488a6e42f5193eab7cfac463cc69921eff476e36834e6a240d4a03de0ed18,0e15ea8d5f6d3750e66db88dd85281602b07316df0e9636d1b32c32f5e8b4374
724,NanoHttpd/nanohttpd,2012-08-10T21:52:42Z,2023-05-28T17:31:12Z,2016-09-26T00:56:45Z,2016-11-11T16:43:52Z,fc66c68e22c704c137501d7dc6c58c9d2addb608fc3c6d8b0d1d7ca83c1ebfec,fbdf0526e5f883c7f050171ccbc5c7ff92bdd48e2e91f97ebb39c49bc73ed8bc
